Point	X	Y	Z
1737	996.313 m	-1244.139 m	24705.961 m
1738	998.473 m	-1244.214 m	24718.268 m
1739	1000.628 m	-1244.29 m	24730.58 m
1740	1002.777 m	-1244.367 m	24742.896 m
1741	1004.921 m	-1244.445 m	24755.215 m
1742	1007.06 m	-1244.524 m	24767.538 m
1743	1009.193 m	-1244.604 m	24779.864 m
1744	1011.318 m	-1244.685 m	24792.177 m
1745	1013.421 m	-1244.767 m	24804.403 m
1746	1015.519 m	-1244.849 m	24816.633 m
1747	1017.611 m	-1244.933 m	24828.866 m
1748	1019.697 m	-1245.018 m	24841.102 m
1749	1021.778 m	-1245.103 m	24853.342 m
1750	1023.852 m	-1245.19 m	24865.585 m
1751	1025.921 m	-1245.278 m	24877.832 m
1752	1027.983 m	-1245.367 m	24890.082 m
1753	1030.04 m	-1245.457 m	24902.336 m
1754	1032.09 m	-1245.548 m	24914.593 m
1755	1034.134 m	-1245.64 m	24926.853 m
1756	1036.172 m	-1245.733 m	24939.116 m
1757	1038.203 m	-1245.827 m	24951.383 m
1758	1040.228 m	-1245.923 m	24963.652 m
1759	1042.246 m	-1246.019 m	24975.925 m
1760	1044.258 m	-1246.117 m	24988.202 m
1761	1046.263 m	-1246.216 m	25000.481 m
1762	1048.261 m	-1246.315 m	25012.763 m
1763	1050.253 m	-1246.416 m	25025.049 m
1764	1052.237 m	-1246.518 m	25037.337 m
1765	1054.215 m	-1246.622 m	25049.629 m
1766	1056.185 m	-1246.726 m	25061.924 m
1767	1058.149 m	-1246.831 m	25074.221 m
1768	1060.105 m	-1246.938 m	25086.522 m
1769	1062.054 m	-1247.046 m	25098.825 m
1770	1063.996 m	-1247.155 m	25111.131 m
1771	1065.93 m	-1247.265 m	25123.441 m
1772	1067.857 m	-1247.376 m	25135.753 m
1773	1069.776 m	-1247.488 m	25148.067 m
1774	1071.688 m	-1247.602 m	25160.385 m
1775	1073.592 m	-1247.716 m	25172.705 m
1776	1075.489 m	-1247.832 m	25185.029 m
1777	1077.377 m	-1247.949 m	25197.354 m
1778	1079.258 m	-1248.068 m	25209.683 m
1779	1081.131 m	-1248.187 m	25222.014 m
1780	1082.996 m	-1248.308 m	25234.348 m
1781	1084.852 m	-1248.429 m	25246.684 m
1782	1086.701 m	-1248.552 m	25259.023 m
1783	1088.541 m	-1248.677 m	25271.364 m
1784	1090.373 m	-1248.802 m	25283.708 m
1785	1092.197 m	-1248.929 m	25296.055 m
1786	1094.019 m	-1249.057 m	25308.451 m
1787	1095.871 m	-1249.189 m	25321.085 m
1788	1097.72 m	-1249.321 m	25333.704 m
1789	1099.563 m	-1249.455 m	25346.307 m
1790	1101.402 m	-1249.589 m	25358.895 m
1791	1103.237 m	-1249.724 m	25371.468 m
1792	1105.066 m	-1249.859 m	25384.025 m
1793	1106.891 m	-1249.995 m	25396.567 m
1794	1108.71 m	-1250.133 m	25409.093 m
1795	1110.525 m	-1250.27 m	25421.604 m
1796	1112.334 m	-1250.409 m	25434.099 m
1797	1114.138 m	-1250.548 m	25446.579 m
1798	1115.936 m	-1250.688 m	25459.043 m
1799	1117.729 m	-1250.829 m	25471.491 m
1800	1119.517 m	-1250.97 m	25483.924 m
1801	1121.299 m	-1251.112 m	25496.342 m
1802	1123.075 m	-1251.255 m	25508.743 m
1803	1124.845 m	-1251.399 m	25521.13 m
1804	1126.61 m	-1251.543 m	25533.5 m
1805	1128.368 m	-1251.688 m	25545.855 m
1806	1130.12 m	-1251.834 m	25558.194 m
1807	1131.866 m	-1251.98 m	25570.518 m
1808	1133.606 m	-1252.127 m	25582.826 m
1809	1135.339 m	-1252.275 m	25595.118 m
1810	1137.066 m	-1252.423 m	25607.394 m
1811	1138.786 m	-1252.573 m	25619.655 m
1812	1140.5 m	-1252.722 m	25631.9 m
1813	1142.206 m	-1252.873 m	25644.129 m
1814	1143.906 m	-1253.024 m	25656.342 m
1815	1145.599 m	-1253.176 m	25668.54 m
1816	1147.285 m	-1253.329 m	25680.721 m
1817	1148.964 m	-1253.482 m	25692.887 m
1818	1150.636 m	-1253.636 m	25705.037 m
1819	1152.3 m	-1253.79 m	25717.171 m
1820	1153.957 m	-1253.946 m	25729.289 m
1821	1155.606 m	-1254.102 m	25741.392 m
1822	1157.248 m	-1254.258 m	25753.478 m
1823	1158.882 m	-1254.415 m	25765.548 m
1824	1160.508 m	-1254.573 m	25777.603 m
1825	1162.126 m	-1254.732 m	25789.641 m
1826	1163.737 m	-1254.891 m	25801.664 m
1827	1165.353 m	-1255.052 m	25813.772 m
1828	1167.041 m	-1255.222 m	25826.47 m
1829	1168.72 m	-1255.393 m	25839.15 m
1830	1170.389 m	-1255.564 m	25851.813 m
1831	1172.049 m	-1255.737 m	25864.457 m
1832	1173.699 m	-1255.909 m	25877.083 m
1833	1175.34 m	-1256.083 m	25889.691 m
1834	1176.971 m	-1256.257 m	25902.281 m
1835	1178.592 m	-1256.432 m	25914.853 m
1836	1180.203 m	-1256.608 m	25927.407 m
1837	1181.804 m	-1256.784 m	25939.943 m
1838	1183.394 m	-1256.961 m	25952.461 m
1839	1184.975 m	-1257.139 m	25964.96 m
1840	1186.544 m	-1257.317 m	25977.441 m
1841	1188.104 m	-1257.497 m	25989.904 m
1842	1189.652 m	-1257.676 m	26002.349 m
1843	1191.19 m	-1257.857 m	26014.775 m
1844	1192.717 m	-1258.038 m	26027.184 m
1845	1194.233 m	-1258.22 m	26039.573 m
1846	1195.737 m	-1258.402 m	26051.945 m
1847	1197.231 m	-1258.585 m	26064.298 m
1848	1198.713 m	-1258.769 m	26076.633 m
1849	1200.183 m	-1258.953 m	26088.95 m
1850	1201.643 m	-1259.138 m	26101.248 m
1851	1203.09 m	-1259.324 m	26113.527 m
1852	1204.526 m	-1259.51 m	26125.789 m
1853	1205.949 m	-1259.697 m	26138.031 m
1854	1207.361 m	-1259.885 m	26150.256 m
1855	1208.761 m	-1260.073 m	26162.462 m
1856	1210.148 m	-1260.262 m	26174.649 m
1857	1211.523 m	-1260.452 m	26186.818 m
1858	1212.886 m	-1260.642 m	26198.968 m
1859	1214.236 m	-1260.833 m	26211.1 m
1860	1215.574 m	-1261.024 m	26223.213 m
1861	1216.898 m	-1261.216 m	26235.307 m
1862	1218.21 m	-1261.408 m	26247.383 m
1863	1219.509 m	-1261.602 m	26259.44 m
1864	1220.795 m	-1261.795 m	26271.479 m
1865	1222.067 m	-1261.99 m	26283.499 m
1866	1223.36 m	-1262.19 m	26295.828 m
1867	1224.688 m	-1262.399 m	26308.603 m
1868	1226 m	-1262.608 m	26321.357 m
1869	1227.296 m	-1262.818 m	26334.089 m
1870	1228.577 m	-1263.029 m	26346.8 m
1871	1229.842 m	-1263.24 m	26359.489 m
1872	1231.091 m	-1263.452 m	26372.157 m
1873	1232.324 m	-1263.664 m	26384.804 m
1874	1233.541 m	-1263.877 m	26397.429 m
1875	1234.741 m	-1264.091 m	26410.033 m
1876	1235.925 m	-1264.306 m	26422.615 m
1877	1237.093 m	-1264.521 m	26435.176 m
1878	1238.243 m	-1264.737 m	26447.715 m
1879	1239.377 m	-1264.953 m	26460.233 m
1880	1240.494 m	-1265.17 m	26472.729 m
1881	1241.593 m	-1265.388 m	26485.203 m
1882	1242.676 m	-1265.606 m	26497.656 m
1883	1243.741 m	-1265.825 m	26510.087 m
1884	1244.788 m	-1266.044 m	26522.497 m
1885	1245.818 m	-1266.264 m	26534.885 m
1886	1246.83 m	-1266.485 m	26547.251 m
1887	1247.824 m	-1266.706 m	26559.595 m
1888	1248.8 m	-1266.928 m	26571.918 m
1889	1249.758 m	-1267.15 m	26584.219 m
1890	1250.697 m	-1267.373 m	26596.498 m
1891	1251.618 m	-1267.597 m	26608.755 m
1892	1252.521 m	-1267.821 m	26620.99 m
1893	1253.404 m	-1268.046 m	26633.203 m
1894	1254.269 m	-1268.271 m	26645.395 m
1895	1255.115 m	-1268.497 m	26657.564 m
1896	1255.942 m	-1268.723 m	26669.712 m
1897	1256.749 m	-1268.95 m	26681.838 m
1898	1257.537 m	-1269.178 m	26693.941 m
1899	1258.305 m	-1269.406 m	26706.023 m
1900	1259.054 m	-1269.635 m	26718.082 m
1901	1259.783 m	-1269.864 m	26730.12 m
1902	1260.497 m	-1270.095 m	26742.213 m
1903	1261.235 m	-1270.342 m	26755.075 m
1904	1261.95 m	-1270.59 m	26767.912 m
1905	1262.641 m	-1270.838 m	26780.723 m
1906	1263.309 m	-1271.086 m	26793.509 m
1907	1263.953 m	-1271.336 m	26806.269 m
1908	1264.574 m	-1271.586 m	26819.003 m
1909	1265.17 m	-1271.836 m	26831.712 m
1910	1265.742 m	-1272.087 m	26844.396 m
1911	1266.289 m	-1272.339 m	26857.053 m
1912	1266.812 m	-1272.591 m	26869.685 m
1913	1267.31 m	-1272.844 m	26882.291 m
1914	1267.784 m	-1273.097 m	26894.872 m
1915	1268.232 m	-1273.351 m	26907.427 m
1916	1268.655 m	-1273.606 m	26919.955 m
1917	1269.053 m	-1273.861 m	26932.458 m
1918	1269.425 m	-1274.116 m	26944.936 m
1919	1269.772 m	-1274.372 m	26957.387 m
1920	1270.092 m	-1274.629 m	26969.812 m
1921	1270.387 m	-1274.886 m	26982.212 m
1922	1270.655 m	-1275.144 m	26994.585 m
1923	1270.897 m	-1275.402 m	27006.932 m
1924	1271.113 m	-1275.66 m	27019.254 m
1925	1271.302 m	-1275.919 m	27031.549 m
1926	1271.464 m	-1276.179 m	27043.818 m
1927	1271.598 m	-1276.439 m	27056.061 m
1928	1271.706 m	-1276.7 m	27068.278 m
1929	1271.787 m	-1276.961 m	27080.468 m
1930	1271.839 m	-1277.223 m	27092.633 m
1931	1271.865 m	-1277.485 m	27104.771 m
1932	1271.862 m	-1277.747 m	27116.883 m
1933	1271.831 m	-1278.01 m	27128.969 m
1934	1271.773 m	-1278.274 m	27141.028 m
1935	1271.685 m	-1278.537 m	27153.061 m
1936	1271.567 m	-1278.806 m	27165.27 m
1937	1271.41 m	-1279.091 m	27178.16 m
1938	1271.22 m	-1279.377 m	27191.02 m
1939	1270.996 m	-1279.663 m	27203.85 m
1940	1270.738 m	-1279.949 m	27216.648 m
1941	1270.446 m	-1280.236 m	27229.416 m
1942	1270.12 m	-1280.524 m	27242.153 m
1943	1269.76 m	-1280.812 m	27254.859 m
1944	1269.365 m	-1281.1 m	27267.535 m
1945	1268.935 m	-1281.389 m	27280.179 m
1946	1268.47 m	-1281.678 m	27292.793 m
1947	1267.97 m	-1281.968 m	27305.375 m
1948	1267.434 m	-1282.258 m	27317.927 m
1949	1266.863 m	-1282.549 m	27330.448 m
1950	1266.255 m	-1282.84 m	27342.937 m
1951	1265.612 m	-1283.131 m	27355.396 m
1952	1264.933 m	-1283.423 m	27367.823 m
1953	1264.217 m	-1283.716 m	27380.219 m
1954	1263.464 m	-1284.009 m	27392.584 m
1955	1262.674 m	-1284.302 m	27404.918 m
1956	1261.848 m	-1284.595 m	27417.221 m
1957	1260.984 m	-1284.889 m	27429.492 m
1958	1260.082 m	-1285.184 m	27441.732 m
1959	1259.143 m	-1285.478 m	27453.94 m
1960	1258.166 m	-1285.773 m	27466.117 m
1961	1257.151 m	-1286.069 m	27478.263 m
1962	1256.098 m	-1286.365 m	27490.377 m
1963	1255.006 m	-1286.661 m	27502.46 m
1964	1253.875 m	-1286.957 m	27514.511 m
1965	1252.705 m	-1287.254 m	27526.53 m
1966	1251.497 m	-1287.551 m	27538.518 m
1967	1250.249 m	-1287.849 m	27550.474 m
1968	1248.889 m	-1288.163 m	27563.057 m
1969	1247.46 m	-1288.483 m	27575.822 m
1970	1245.984 m	-1288.804 m	27588.551 m
1971	1244.463 m	-1289.125 m	27601.243 m
1972	1242.895 m	-1289.446 m	27613.898 m
1973	1241.28 m	-1289.768 m	27626.517 m
1974	1239.618 m	-1290.09 m	27639.099 m
1975	1237.908 m	-1290.412 m	27651.644 m
1976	1236.151 m	-1290.734 m	27664.152 m
1977	1234.347 m	-1291.057 m	27676.623 m
1978	1232.494 m	-1291.38 m	27689.058 m
1979	1230.592 m	-1291.704 m	27701.455 m
1980	1228.642 m	-1292.027 m	27713.815 m
1981	1226.644 m	-1292.351 m	27726.138 m
1982	1224.596 m	-1292.675 m	27738.424 m
1983	1222.499 m	-1293 m	27750.672 m
1984	1220.352 m	-1293.325 m	27762.884 m
1985	1218.155 m	-1293.65 m	27775.058 m
1986	1215.908 m	-1293.975 m	27787.195 m
1987	1213.611 m	-1294.3 m	27799.294 m
1988	1211.263 m	-1294.626 m	27811.356 m
1989	1208.864 m	-1294.952 m	27823.38 m
1990	1206.414 m	-1295.278 m	27835.367 m
1991	1203.912 m	-1295.604 m	27847.317 m
1992	1201.359 m	-1295.931 m	27859.229 m
1993	1198.754 m	-1296.257 m	27871.103 m
1994	1196.097 m	-1296.584 m	27882.939 m
1995	1193.388 m	-1296.911 m	27894.738 m
1996	1190.625 m	-1297.238 m	27906.499 m
1997	1187.735 m	-1297.574 m	27918.531 m
1998	1184.691 m	-1297.921 m	27930.918 m
1999	1181.586 m	-1298.269 m	27943.262 m
2000	1178.422 m	-1298.616 m	27955.564 m
2001	1175.196 m	-1298.964 m	27967.823 m
2002	1171.91 m	-1299.312 m	27980.039 m
2003	1168.562 m	-1299.659 m	27992.212 m
2004	1165.153 m	-1300.007 m	28004.343 m
2005	1161.681 m	-1300.355 m	28016.43 m
2006	1158.148 m	-1300.704 m	28028.475 m
2007	1154.552 m	-1301.052 m	28040.476 m
2008	1150.893 m	-1301.4 m	28052.435 m
2009	1147.171 m	-1301.749 m	28064.35 m
2010	1143.386 m	-1302.097 m	28076.222 m
2011	1139.537 m	-1302.446 m	28088.051 m
2012	1135.624 m	-1302.794 m	28099.836 m
2013	1131.647 m	-1303.143 m	28111.578 m
2014	1127.605 m	-1303.491 m	28123.277 m
2015	1123.498 m	-1303.84 m	28134.932 m
2016	1119.326 m	-1304.188 m	28146.544 m
2017	1115.089 m	-1304.537 m	28158.112 m
2018	1110.785 m	-1304.885 m	28169.637 m
2019	1106.416 m	-1305.234 m	28181.118 m
2020	1101.98 m	-1305.582 m	28192.555 m
2021	1097.477 m	-1305.931 m	28203.948 m
2022	1092.908 m	-1306.279 m	28215.298 m
2023	1088.271 m	-1306.628 m	28226.604 m
2024	1083.566 m	-1306.976 m	28237.865 m
2025	1078.674 m	-1307.333 m	28249.361 m
2026	1073.678 m	-1307.692 m	28260.884 m
2027	1068.61 m	-1308.05 m	28272.36 m
2028	1063.468 m	-1308.409 m	28283.789 m
2029	1058.252 m	-1308.768 m	28295.171 m
2030	1052.963 m	-1309.126 m	28306.506 m
2031	1047.599 m	-1309.485 m	28317.793 m
2032	1042.161 m	-1309.843 m	28329.034 m
2033	1036.648 m	-1310.201 m	28340.227 m
2034	1031.059 m	-1310.559 m	28351.373 m
2035	1025.395 m	-1310.917 m	28362.472 m
2036	1019.656 m	-1311.274 m	28373.523 m
2037	1013.839 m	-1311.631 m	28384.526 m
2038	1007.947 m	-1311.988 m	28395.482 m
2039	1001.977 m	-1312.345 m	28406.391 m
2040	995.93 m	-1312.702 m	28417.252 m
2041	989.806 m	-1313.058 m	28428.065 m
2042	983.603 m	-1313.414 m	28438.83 m
2043	977.323 m	-1313.77 m	28449.548 m
2044	970.964 m	-1314.126 m	28460.217 m
2045	964.526 m	-1314.481 m	28470.839 m
2046	958.009 m	-1314.836 m	28481.413 m
2047	951.412 m	-1315.191 m	28491.938 m
2048	944.735 m	-1315.545 m	28502.416 m
2049	937.978 m	-1315.899 m	28512.845 m
2050	931.141 m	-1316.253 m	28523.226 m
2051	924.222 m	-1316.606 m	28533.559 m
2052	917.306 m	-1316.955 m	28543.723 m
2053	910.311 m	-1317.304 m	28553.837 m
2054	903.236 m	-1317.652 m	28563.905 m
2055	896.08 m	-1317.999 m	28573.924 m
2056	888.845 m	-1318.347 m	28583.897 m
2057	881.528 m	-1318.694 m	28593.822 m
2058	874.13 m	-1319.04 m	28603.7 m
2059	866.65 m	-1319.386 m	28613.529 m
2060	859.089 m	-1319.732 m	28623.312 m
2061	851.446 m	-1320.077 m	28633.046 m
2062	843.72 m	-1320.422 m	28642.733 m
2063	835.911 m	-1320.766 m	28652.372 m
2064	828.019 m	-1321.11 m	28661.963 m
2065	820.044 m	-1321.454 m	28671.506 m
2066	811.985 m	-1321.796 m	28681.001 m
2067	803.842 m	-1322.139 m	28690.449 m
2068	795.614 m	-1322.481 m	28699.848 m
2069	787.302 m	-1322.822 m	28709.198 m
2070	778.905 m	-1323.163 m	28718.501 m
2071	770.422 m	-1323.504 m	28727.755 m
2072	761.854 m	-1323.843 m	28736.962 m
2073	753.2 m	-1324.183 m	28746.119 m
2074	744.459 m	-1324.522 m	28755.229 m
2075	735.632 m	-1324.86 m	28764.289 m
2076	726.718 m	-1325.197 m	28773.302 m
2077	717.716 m	-1325.534 m	28782.265 m
2078	708.627 m	-1325.871 m	28791.18 m
2079	699.923 m	-1326.189 m	28799.593 m
2080	691.219 m	-1326.505 m	28807.887 m
2081	682.437 m	-1326.819 m	28816.137 m
2082	673.576 m	-1327.133 m	28824.345 m
2083	664.637 m	-1327.447 m	28832.508 m
2084	655.618 m	-1327.76 m	28840.629 m
2085	646.52 m	-1328.072 m	28848.706 m
2086	637.343 m	-1328.384 m	28856.74 m
2087	628.086 m	-1328.695 m	28864.731 m
2088	618.749 m	-1329.006 m	28872.678 m
2089	609.331 m	-1329.316 m	28880.582 m
2090	599.833 m	-1329.625 m	28888.442 m
2091	590.253 m	-1329.934 m	28896.258 m
2092	580.593 m	-1330.242 m	28904.031 m
2093	570.851 m	-1330.549 m	28911.76 m
2094	561.028 m	-1330.856 m	28919.445 m
2095	551.123 m	-1331.162 m	28927.086 m
2096	541.135 m	-1331.467 m	28934.684 m
2097	531.065 m	-1331.772 m	28942.238 m
2098	520.912 m	-1332.076 m	28949.747 m
2099	510.676 m	-1332.379 m	28957.213 m
2100	500.357 m	-1332.682 m	28964.635 m
2101	489.954 m	-1332.984 m	28972.013 m
2102	479.468 m	-1333.285 m	28979.346 m
2103	468.897 m	-1333.586 m	28986.636 m
2104	458.242 m	-1333.886 m	28993.881 m
2105	447.503 m	-1334.185 m	29001.082 m
2106	436.679 m	-1334.483 m	29008.239 m
2107	425.771 m	-1334.78 m	29015.349 m
